,Customer ID,Circle Name,Age,Gender,Pincode,Age On Network,Connection Type (Prepaid/Postpaid),Voice Usage (Slab),Data Usage (Slab),Sms Usage (Slab),ARPU,ISD Usage,IR Usage,Amazon Prime User,Netflix User,Sender ID,VAS Subscription,VIL App Web (Login/Registration),Active User (App / Web),Recharge Own Asset,Recharge Aggregator (Value),Recharge Aggregator (Volume),Recharge Aggregator (Partner Category),Bill Payment Own Asset,Bill Payment Aggregator (Value),Bill Payment Aggregator (Volume),Bill Payment Aggregator (Partner Name),Content App Stream,Content App Active User,Content App (Movie/Live TV/Shows),Content Genre,Content Language,Credit Limit,Category DND Flag,Brand Identifier
3550,3550,Tribeniganj,45-50,M,852214,12-14 Months,Prepaid,1501-2000,1GB-1.5GB,101-150,151-200,Yes,Yes,No,Yes,Travel,No,Yes,No,No,501-750,1,Payment Banking,No,151-200,9,Wallet,No,No,Live TV,Thriller,Hindi,1000,No,Vodafone
3551,3551,Sirsa,20-25,M,125102,22-24 Months,Postpaid,1001-1500,10GB-15GB,51-100,201-250,Yes,Yes,No,Yes,Work,Yes,No,Yes,Yes,751-1000,9,Payment Banking,No,201-250,2,Wallet,No,No,Shows,Horror,Hindi,10000,Yes,Idea
3552,3552,Kadegaon,50-55,M,415304,8-10 Months,Prepaid,1501-2000,0GB-0.5GB,751-1000,201-250,No,No,Yes,No,Lifestyle,No,Yes,No,No,51-100,9,Payment Banking,No,151-200,5,Payment Banking,No,Yes,Live TV,Comedy,Hindi,500,Yes,Vodafone
3553,3553,Dumraon,60-65,F,802126,2-4 Months,Postpaid,1501-2000,0GB-0.5GB,51-100,751-1000,No,Yes,Yes,No,,No,No,No,No,201-250,4,Payment Banking,No,501-750,0,Wallet,Yes,No,Live TV,Sci-fi,Hindi,10000,No,Idea
3554,3554,,35-40,M,506319,8-10 Months,Postpaid,1501-2000,2GB-2.5GB,>1000,151-200,No,Yes,Yes,Yes,Entertainment,Yes,Yes,Yes,Yes,751-1000,3,Payment Banking,No,101-150,6,Wallet,No,No,Movies,Horror,Hindi,8000,No,Vodafone
3555,3555,Tonk,45-50,F,304022,14-16 Months,Postpaid,1001-1500,10GB-15GB,301-500,501-750,No,No,No,Yes,Healthcare,Yes,No,No,Yes,151-200,5,Payment Banking,Yes,151-200,6,Payment Banking,No,No,Live TV,Sci-fi,Hindi,6000,No,Idea
3556,3556,Tikamgarh,60-65,F,472336,12-14 Months,Postpaid,1501-2000,2GB-2.5GB,>1000,301-500,Yes,Yes,No,No,Lifestyle,Yes,Yes,No,No,151-200,2,Payment Banking,Yes,751-1000,4,Payment Banking,Yes,No,Shows,Romance,Hindi,1000,Yes,Idea
3557,3557,Sapotara,35-40,M,322249,0-2 Months,Prepaid,151-200,1.5GB-2GB,51-100,201-250,Yes,No,Yes,No,Shopping,Yes,No,Yes,Yes,250-300,0,Payment Banking,No,751-1000,6,Wallet,Yes,Yes,Live TV,Thriller,English,2500,Yes,Vodafone
3558,3558,Bayana Mdg,50-55,M,321405,6-8 Months,Postpaid,1501-2000,2GB-2.5GB,>1000,501-750,Yes,No,No,No,Travel,Yes,No,Yes,Yes,1-50,8,Payment Banking,Yes,201-250,9,Wallet,Yes,No,Shows,Horror,English,7000,No,Vodafone
3559,3559,Sarara,40-45,F,313902,22-24 Months,Postpaid,1001-1500,10GB-15GB,151-200,1-50,Yes,Yes,No,No,Banking Services,No,Yes,Yes,Yes,51-100,6,Wallet,No,151-200,0,Wallet,No,Yes,Shows,Sci-fi,Hindi,7000,No,Idea
3560,3560,Attur,55-60,F,636102,10-12 Months,Prepaid,1-50,5GB-7.5GB,51-100,1-50,Yes,No,No,Yes,Banking Services,No,Yes,Yes,Yes,201-250,0,Wallet,Yes,1-50,2,Payment Banking,No,No,Movies,Romance,English,500,No,Vodafone
3561,3561,Ariyalur,50-55,F,621707,2-4 Months,Postpaid,751-1000,0GB-0.5GB,1-50,201-250,No,No,Yes,Yes,Food,Yes,No,No,Yes,101-150,6,Payment Banking,Yes,>1000,4,Wallet,No,Yes,Live TV,Horror,Hindi,5000,No,Idea
3562,3562,Tiruchengodu,20-25,M,637212,22-24 Months,Prepaid,151-200,>15GB,751-1000,151-200,No,No,Yes,Yes,Shopping,No,No,Yes,No,101-150,4,Wallet,Yes,751-1000,7,Payment Banking,Yes,No,Shows,Drama,Hindi,10000,No,Vodafone
3563,3563,Kheragarh,40-45,F,283112,18-20 Months,Postpaid,301-500,2.5GB-5GB,101-150,501-750,No,No,Yes,Yes,Shopping,No,No,No,Yes,501-750,7,Payment Banking,No,101-150,0,Wallet,No,Yes,Live TV,Comedy,English,10000,No,Idea
3564,3564,Murshidabad,50-55,M,742147,8-10 Months,Postpaid,250-300,>15GB,301-500,751-1000,Yes,Yes,No,Yes,Work,No,Yes,No,No,51-100,3,Wallet,No,301-500,8,Wallet,No,No,Movies,Drama,Hindi,1000,Yes,Vodafone
3565,3565,Fazilka,45-50,M,152123,4-6 Months,Prepaid,51-100,1GB-1.5GB,201-250,101-150,Yes,Yes,No,Yes,,No,Yes,Yes,No,51-100,9,Wallet,Yes,501-750,1,Payment Banking,No,Yes,Movies,Fantasy,English,4000,Yes,Idea
3566,3566,Junagarh,65-70,M,766014,8-10 Months,Postpaid,151-200,>15GB,151-200,101-150,No,Yes,Yes,Yes,Entertainment,No,Yes,No,Yes,301-500,3,Wallet,Yes,301-500,5,Payment Banking,Yes,No,Movies,Action,English,3000,Yes,Idea
3567,3567,Raisinghnagar,65-70,F,335039,14-16 Months,Postpaid,101-150,0GB-0.5GB,101-150,751-1000,No,Yes,No,Yes,Healthcare,Yes,Yes,Yes,No,201-250,8,Wallet,No,201-250,5,Payment Banking,No,No,Shows,Action,Hindi,4000,No,Idea
3568,3568,Darbhanga,60-65,M,846002,18-20 Months,Postpaid,1-50,>15GB,250-300,751-1000,Yes,No,Yes,Yes,Food,No,No,Yes,Yes,101-150,4,Wallet,No,1-50,4,Wallet,No,No,Live TV,Romance,Hindi,8000,No,Idea
3569,3569,,55-60,M,577557,4-6 Months,Prepaid,250-300,1GB-1.5GB,301-500,301-500,Yes,Yes,Yes,No,Travel,Yes,Yes,Yes,No,51-100,3,Wallet,Yes,501-750,6,Wallet,Yes,Yes,Shows,Thriller,Hindi,3000,No,Idea
3570,3570,Barahat,20-25,M,813103,16-18 Months,Prepaid,201-250,7.5GB-10GB,101-150,201-250,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,151-200,8,Payment Banking,Yes,151-200,5,Wallet,No,No,Movies,Drama,English,9000,No,Vodafone
3571,3571,Araria,35-40,F,854335,20-22 Months,Prepaid,201-250,5GB-7.5GB,101-150,151-200,Yes,No,Yes,No,Shopping,Yes,Yes,Yes,Yes,101-150,8,Payment Banking,Yes,751-1000,3,Payment Banking,Yes,Yes,Live TV,Action,Hindi,2000,Yes,Idea
3572,3572,Borigumma,35-40,M,764056,14-16 Months,Prepaid,501-750,10GB-15GB,250-300,250-300,No,No,No,No,Shopping,Yes,Yes,Yes,No,151-200,5,Wallet,No,51-100,5,Payment Banking,No,Yes,Live TV,Sci-fi,Hindi,6000,No,Vodafone
3573,3573,Vikramgad,25-30,M,421303,12-14 Months,Prepaid,250-300,2GB-2.5GB,101-150,1-50,No,Yes,Yes,No,Shopping,No,No,Yes,No,751-1000,7,Payment Banking,Yes,250-300,9,Payment Banking,No,Yes,Live TV,Fantasy,English,7000,Yes,Vodafone
3574,3574,Bundi,30-35,M,323613,2-4 Months,Postpaid,751-1000,1.5GB-2GB,51-100,751-1000,Yes,No,No,Yes,Banking Services,No,Yes,Yes,No,151-200,1,Payment Banking,Yes,151-200,2,Payment Banking,No,Yes,Shows,Drama,English,6000,Yes,Vodafone
3575,3575,Patan,50-55,F,483119,10-12 Months,Prepaid,1-50,2.5GB-5GB,250-300,51-100,No,No,Yes,Yes,Entertainment,No,No,Yes,Yes,301-500,1,Wallet,Yes,101-150,5,Payment Banking,No,Yes,Live TV,Drama,English,5000,No,Idea
3576,3576,Mehgoun,55-60,F,477227,20-22 Months,Prepaid,250-300,0GB-0.5GB,250-300,250-300,No,No,No,No,,No,No,No,Yes,101-150,8,Payment Banking,No,1-50,3,Wallet,No,No,Movies,Drama,English,10000,Yes,Idea
3577,3577,Gangolihat,45-50,F,262522,12-14 Months,Postpaid,1501-2000,1.5GB-2GB,250-300,301-500,No,Yes,Yes,No,Banking Services,No,No,Yes,No,>1000,2,Payment Banking,No,501-750,0,Wallet,No,Yes,Movies,Horror,English,9000,Yes,Idea
3578,3578,Mohammadabad ,40-45,F,233233,16-18 Months,Postpaid,1-50,10GB-15GB,250-300,501-750,No,No,No,Yes,Travel,No,Yes,No,No,250-300,9,Wallet,Yes,1-50,7,Payment Banking,No,No,Live TV,Action,Hindi,2500,No,Vodafone
3579,3579,Tandwa,40-45,M,825321,4-6 Months,Postpaid,51-100,2.5GB-5GB,501-750,301-500,Yes,Yes,Yes,Yes,Healthcare,Yes,Yes,Yes,No,101-150,2,Payment Banking,Yes,201-250,5,Payment Banking,Yes,Yes,Movies,Drama,English,9000,Yes,Idea
3580,3580,Alangudi,25-30,F,622301,14-16 Months,Prepaid,51-100,2GB-2.5GB,751-1000,>1000,Yes,No,No,No,Shopping,Yes,Yes,No,No,1-50,2,Wallet,No,501-750,8,Payment Banking,No,Yes,Live TV,Sci-fi,English,7000,No,Idea
3581,3581,Motala,60-65,M,443103,4-6 Months,Postpaid,51-100,>15GB,301-500,201-250,Yes,Yes,Yes,No,Travel,Yes,No,Yes,No,501-750,4,Payment Banking,No,201-250,4,Wallet,No,Yes,Movies,Fantasy,Hindi,1000,No,Idea
3582,3582,Kancheepuram,45-50,F,631501,6-8 Months,Postpaid,501-750,2.5GB-5GB,751-1000,751-1000,No,No,Yes,No,,Yes,Yes,No,Yes,501-750,8,Wallet,No,1-50,5,Wallet,No,No,Live TV,Horror,Hindi,2500,Yes,Idea
3583,3583,Domjur,25-30,F,711106,0-2 Months,Postpaid,1501-2000,1.5GB-2GB,101-150,101-150,Yes,Yes,Yes,No,Food,No,No,Yes,No,301-500,2,Payment Banking,No,751-1000,0,Wallet,No,Yes,Live TV,Action,Hindi,3000,Yes,Idea
3584,3584,Armoor,25-30,F,503223,10-12 Months,Postpaid,51-100,10GB-15GB,51-100,301-500,No,No,Yes,No,Healthcare,Yes,No,No,No,201-250,4,Payment Banking,No,>1000,8,Payment Banking,No,No,Movies,Sci-fi,English,500,Yes,Idea
3585,3585,Domariaganj,20-25,F,272191,16-18 Months,Postpaid,101-150,2GB-2.5GB,250-300,301-500,No,Yes,No,Yes,Entertainment,No,Yes,Yes,Yes,201-250,2,Payment Banking,No,>1000,0,Payment Banking,Yes,Yes,Movies,Action,Hindi,4000,No,Idea
3586,3586,Pune City,35-40,F,411007,14-16 Months,Prepaid,151-200,0GB-0.5GB,>1000,1-50,Yes,No,No,No,Shopping,No,No,No,Yes,301-500,3,Payment Banking,No,751-1000,6,Wallet,No,No,Movies,Fantasy,English,10000,No,Vodafone
3587,3587,Bhubaneswar,50-55,M,751015,14-16 Months,Prepaid,201-250,1GB-1.5GB,751-1000,51-100,No,No,No,No,Lifestyle,Yes,Yes,No,No,1-50,1,Wallet,Yes,101-150,3,Wallet,No,Yes,Live TV,Action,Hindi,2000,No,Vodafone
3588,3588,Thakurdwara,45-50,F,244602,14-16 Months,Postpaid,1-50,1.5GB-2GB,250-300,>1000,No,No,No,No,Food,Yes,Yes,No,Yes,250-300,8,Wallet,Yes,>1000,6,Payment Banking,Yes,No,Shows,Drama,English,2000,No,Idea
3589,3589,Erode,60-65,M,638504,10-12 Months,Prepaid,1001-1500,>15GB,751-1000,501-750,Yes,Yes,Yes,No,Lifestyle,No,Yes,No,Yes,250-300,2,Wallet,No,1-50,6,Wallet,Yes,Yes,Live TV,Sci-fi,English,2500,No,Idea
3590,3590,Mahulpada,40-45,F,770044,12-14 Months,Prepaid,301-500,0.5GB-1GB,151-200,1-50,Yes,No,Yes,Yes,Entertainment,Yes,No,Yes,Yes,101-150,0,Wallet,No,751-1000,2,Payment Banking,Yes,No,Live TV,Horror,English,4000,No,Vodafone
3591,3591,Nandyal,65-70,M,518512,18-20 Months,Prepaid,1501-2000,7.5GB-10GB,501-750,250-300,Yes,Yes,Yes,Yes,Work,Yes,Yes,No,No,751-1000,9,Payment Banking,Yes,250-300,2,Wallet,Yes,No,Live TV,Thriller,English,2500,No,Idea
3592,3592,Bantval,20-25,F,574243,6-8 Months,Postpaid,501-750,2.5GB-5GB,751-1000,501-750,No,Yes,Yes,Yes,Banking Services,No,No,Yes,Yes,101-150,4,Wallet,No,501-750,7,Payment Banking,No,No,Movies,Horror,English,2000,Yes,Idea
3593,3593,T Narasipura,40-45,F,571124,14-16 Months,Postpaid,151-200,10GB-15GB,201-250,501-750,Yes,No,Yes,No,Work,Yes,No,No,No,301-500,4,Payment Banking,Yes,301-500,3,Payment Banking,No,No,Movies,Comedy,Hindi,1500,No,Idea
3594,3594,Nizamabad,65-70,F,503230,14-16 Months,Prepaid,1501-2000,0GB-0.5GB,751-1000,51-100,No,No,No,No,Shopping,No,Yes,Yes,Yes,51-100,5,Wallet,Yes,1-50,2,Payment Banking,Yes,Yes,Live TV,Thriller,Hindi,5000,No,Vodafone
3595,3595,,55-60,F,274801,0-2 Months,Prepaid,1001-1500,2GB-2.5GB,501-750,51-100,No,No,Yes,No,Food,No,Yes,No,Yes,>1000,5,Payment Banking,No,250-300,4,Payment Banking,No,Yes,Movies,Fantasy,Hindi,1000,Yes,Vodafone
3596,3596,Ranipool,55-60,M,737135,6-8 Months,Prepaid,201-250,0.5GB-1GB,51-100,751-1000,No,No,Yes,Yes,Entertainment,Yes,No,Yes,Yes,1-50,1,Wallet,Yes,1-50,6,Payment Banking,Yes,No,Movies,Drama,English,500,No,Vodafone
3597,3597,Raxaul,60-65,F,845431,2-4 Months,Prepaid,101-150,1.5GB-2GB,201-250,101-150,No,Yes,No,Yes,Lifestyle,Yes,Yes,No,No,751-1000,7,Wallet,No,51-100,2,Wallet,Yes,Yes,Live TV,Comedy,English,1000,Yes,Vodafone
3598,3598,Balarampur,25-30,F,723143,4-6 Months,Postpaid,301-500,10GB-15GB,151-200,751-1000,Yes,Yes,Yes,Yes,Entertainment,Yes,No,No,Yes,51-100,7,Wallet,Yes,501-750,9,Payment Banking,Yes,No,Shows,Thriller,English,9000,No,Idea
3599,3599,Kagal,65-70,M,416216,22-24 Months,Postpaid,250-300,2GB-2.5GB,250-300,51-100,No,No,Yes,No,Lifestyle,No,Yes,No,No,301-500,3,Wallet,Yes,751-1000,4,Payment Banking,No,Yes,Shows,Action,Hindi,5000,Yes,Vodafone
3600,3600,Chakar Nagar,55-60,M,206127,4-6 Months,Prepaid,201-250,2GB-2.5GB,1-50,101-150,Yes,No,Yes,Yes,Lifestyle,No,No,Yes,Yes,1-50,2,Payment Banking,Yes,751-1000,4,Payment Banking,Yes,No,Live TV,Sci-fi,English,4000,No,Vodafone
3601,3601,Ahmednagar,65-70,M,414006,22-24 Months,Prepaid,751-1000,7.5GB-10GB,201-250,1-50,No,Yes,No,Yes,Entertainment,Yes,No,Yes,No,1-50,3,Payment Banking,No,>1000,3,Payment Banking,No,No,Live TV,Horror,Hindi,2000,Yes,Idea
3602,3602,Gokak,40-45,F,591101,0-2 Months,Postpaid,250-300,0.5GB-1GB,1-50,1-50,No,No,No,No,Travel,No,No,No,Yes,501-750,1,Payment Banking,Yes,51-100,2,Payment Banking,No,Yes,Shows,Comedy,English,10000,Yes,Vodafone
3603,3603,Pathri,60-65,M,431506,2-4 Months,Prepaid,151-200,0.5GB-1GB,751-1000,101-150,Yes,No,No,Yes,,No,Yes,No,No,250-300,0,Wallet,Yes,201-250,0,Payment Banking,Yes,No,Live TV,Drama,Hindi,4000,No,Vodafone
3604,3604,Aligarh,35-40,F,202121,8-10 Months,Prepaid,151-200,0GB-0.5GB,101-150,151-200,Yes,Yes,Yes,No,Food,Yes,No,Yes,Yes,501-750,9,Wallet,Yes,751-1000,3,Payment Banking,Yes,Yes,Shows,Comedy,Hindi,1000,No,Vodafone
3605,3605,Porsa,20-25,M,476115,14-16 Months,Postpaid,51-100,0.5GB-1GB,151-200,250-300,No,Yes,Yes,No,Banking Services,Yes,Yes,No,Yes,250-300,7,Wallet,No,1-50,2,Payment Banking,Yes,No,Live TV,Romance,Hindi,1500,No,Vodafone
3606,3606,Amod,45-50,M,392210,22-24 Months,Prepaid,1501-2000,10GB-15GB,151-200,1-50,No,No,No,Yes,Banking Services,Yes,No,Yes,No,250-300,3,Wallet,No,51-100,9,Payment Banking,Yes,No,Shows,Sci-fi,Hindi,8000,No,Vodafone
3607,3607,Mulchera,40-45,F,442707,10-12 Months,Postpaid,51-100,7.5GB-10GB,1-50,751-1000,Yes,Yes,Yes,Yes,Travel,No,No,No,Yes,201-250,8,Payment Banking,Yes,151-200,8,Payment Banking,No,Yes,Shows,Comedy,Hindi,9000,Yes,Vodafone
3608,3608,Satara,65-70,M,415518,0-2 Months,Postpaid,751-1000,>15GB,751-1000,>1000,Yes,No,No,Yes,Shopping,Yes,Yes,No,Yes,250-300,1,Payment Banking,Yes,151-200,2,Payment Banking,Yes,Yes,Movies,Horror,English,10000,Yes,Vodafone
3609,3609,,60-65,M,743368,2-4 Months,Prepaid,51-100,2.5GB-5GB,250-300,201-250,Yes,Yes,Yes,No,Food,No,No,Yes,No,751-1000,0,Wallet,Yes,301-500,6,Wallet,Yes,No,Live TV,Fantasy,Hindi,2500,Yes,Idea
3610,3610,Tirur,20-25,M,676551,2-4 Months,Postpaid,1501-2000,10GB-15GB,250-300,151-200,Yes,No,No,No,Food,No,No,Yes,No,101-150,5,Wallet,No,501-750,7,Payment Banking,No,Yes,Live TV,Sci-fi,Hindi,2000,Yes,Vodafone
3611,3611,Karur,25-30,M,639001,10-12 Months,Prepaid,1001-1500,0GB-0.5GB,751-1000,250-300,No,No,No,Yes,,No,No,No,No,751-1000,6,Wallet,Yes,1-50,5,Wallet,No,No,Movies,Romance,Hindi,9000,No,Idea
3612,3612,Chirala,35-40,F,523171,0-2 Months,Prepaid,151-200,1GB-1.5GB,151-200,301-500,No,Yes,No,No,Shopping,No,Yes,Yes,Yes,250-300,6,Payment Banking,No,250-300,6,Payment Banking,No,Yes,Shows,Horror,Hindi,2000,Yes,Vodafone
3613,3613,Kotturu Mandal,55-60,M,532457,20-22 Months,Prepaid,1001-1500,2.5GB-5GB,201-250,1-50,No,Yes,No,No,Entertainment,No,Yes,Yes,Yes,501-750,0,Wallet,Yes,501-750,0,Wallet,No,No,Live TV,Thriller,Hindi,4000,Yes,Vodafone
3614,3614,Lanja,35-40,F,416701,22-24 Months,Postpaid,151-200,2GB-2.5GB,151-200,301-500,No,Yes,Yes,Yes,Banking Services,No,No,No,Yes,101-150,5,Wallet,No,101-150,0,Wallet,No,Yes,Movies,Comedy,English,2500,No,Idea
3615,3615,Raisinghnagar,35-40,M,335051,2-4 Months,Prepaid,1-50,2GB-2.5GB,250-300,51-100,Yes,Yes,No,No,,No,No,Yes,Yes,250-300,8,Wallet,No,751-1000,8,Payment Banking,Yes,Yes,Live TV,Thriller,Hindi,7000,Yes,Idea
3616,3616,Golamunda,65-70,F,766016,10-12 Months,Prepaid,1-50,10GB-15GB,101-150,51-100,No,No,Yes,Yes,Travel,Yes,Yes,No,Yes,751-1000,1,Payment Banking,No,>1000,4,Wallet,Yes,Yes,Live TV,Romance,Hindi,8000,No,Idea
3617,3617,Kunigal,30-35,F,572111,22-24 Months,Postpaid,151-200,2GB-2.5GB,301-500,250-300,No,Yes,Yes,No,Travel,Yes,Yes,No,No,301-500,7,Payment Banking,Yes,301-500,6,Payment Banking,Yes,No,Movies,Comedy,English,7000,No,Idea
3618,3618,Littipara,25-30,M,816102,0-2 Months,Prepaid,151-200,2GB-2.5GB,151-200,751-1000,Yes,Yes,Yes,Yes,Work,No,No,Yes,No,751-1000,5,Wallet,No,101-150,4,Payment Banking,No,Yes,Shows,Action,English,1000,No,Idea
3619,3619,Gopalganj,30-35,M,841426,6-8 Months,Prepaid,1001-1500,0GB-0.5GB,51-100,501-750,No,Yes,Yes,No,Healthcare,No,Yes,Yes,No,250-300,8,Payment Banking,No,>1000,0,Wallet,Yes,Yes,Live TV,Action,Hindi,8000,Yes,Idea
3620,3620,Chandwad,25-30,M,423117,8-10 Months,Prepaid,501-750,10GB-15GB,1-50,250-300,Yes,No,Yes,Yes,Lifestyle,No,No,No,No,201-250,2,Wallet,Yes,51-100,2,Payment Banking,No,No,Shows,Horror,Hindi,5000,No,Vodafone
3621,3621,Azamgarh ,55-60,M,276406,14-16 Months,Postpaid,501-750,>15GB,101-150,250-300,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,301-500,7,Wallet,Yes,201-250,9,Wallet,No,Yes,Live TV,Fantasy,Hindi,2500,No,Vodafone
3622,3622,Sultanpur,60-65,F,228121,0-2 Months,Prepaid,151-200,>15GB,151-200,301-500,Yes,No,Yes,No,Entertainment,Yes,Yes,No,Yes,>1000,1,Payment Banking,Yes,101-150,3,Wallet,No,No,Shows,Fantasy,Hindi,2000,Yes,Idea
3623,3623,Krishnagiri,55-60,M,635115,14-16 Months,Postpaid,151-200,7.5GB-10GB,250-300,751-1000,Yes,No,No,Yes,Travel,Yes,No,No,Yes,51-100,1,Payment Banking,Yes,501-750,6,Payment Banking,No,No,Live TV,Romance,Hindi,10000,Yes,Idea
3624,3624,Sathankulam,40-45,M,628656,22-24 Months,Prepaid,1501-2000,>15GB,501-750,151-200,No,Yes,No,No,Healthcare,No,Yes,No,Yes,250-300,3,Wallet,No,>1000,9,Wallet,Yes,No,Shows,Horror,Hindi,6000,No,Vodafone
3625,3625,Lalpur,30-35,F,361170,20-22 Months,Prepaid,101-150,2GB-2.5GB,501-750,201-250,No,No,Yes,No,Banking Services,No,No,No,Yes,1-50,1,Payment Banking,No,51-100,6,Wallet,Yes,No,Movies,Drama,English,8000,Yes,Vodafone
3626,3626,Detroj-rampura,45-50,M,382145,14-16 Months,Postpaid,1001-1500,0.5GB-1GB,51-100,751-1000,No,No,Yes,Yes,,Yes,Yes,Yes,Yes,751-1000,6,Payment Banking,Yes,501-750,2,Payment Banking,No,Yes,Movies,Action,Hindi,5000,Yes,Vodafone
3627,3627,Chitapur,50-55,F,585228,12-14 Months,Postpaid,250-300,2GB-2.5GB,151-200,1-50,No,Yes,Yes,Yes,Travel,Yes,Yes,No,Yes,201-250,4,Payment Banking,No,751-1000,2,Payment Banking,No,Yes,Movies,Action,English,6000,Yes,Vodafone
3628,3628,Birbhum,45-50,F,731220,22-24 Months,Postpaid,51-100,5GB-7.5GB,751-1000,51-100,No,No,No,No,Entertainment,No,Yes,No,Yes,101-150,0,Payment Banking,Yes,>1000,3,Wallet,No,Yes,Live TV,Comedy,English,10000,No,Vodafone
3629,3629,Shiv,50-55,M,344701,12-14 Months,Prepaid,751-1000,>15GB,250-300,101-150,No,Yes,No,Yes,Work,Yes,Yes,No,No,301-500,9,Wallet,No,>1000,9,Payment Banking,Yes,Yes,Live TV,Horror,Hindi,6000,Yes,Vodafone
3630,3630,,40-45,F,444905,20-22 Months,Postpaid,201-250,>15GB,250-300,250-300,Yes,Yes,No,Yes,Entertainment,No,Yes,No,No,101-150,1,Wallet,No,201-250,5,Wallet,Yes,Yes,Live TV,Fantasy,English,8000,No,Vodafone
3631,3631,Vaniyambadi,40-45,M,635814,16-18 Months,Prepaid,1001-1500,2GB-2.5GB,201-250,1-50,Yes,No,Yes,Yes,Banking Services,Yes,No,Yes,No,250-300,6,Payment Banking,Yes,201-250,0,Wallet,No,No,Live TV,Action,Hindi,10000,Yes,Idea
3632,3632,Onda,55-60,F,722146,12-14 Months,Prepaid,501-750,0GB-0.5GB,>1000,101-150,No,No,No,Yes,Banking Services,No,Yes,No,Yes,250-300,0,Wallet,Yes,101-150,0,Payment Banking,No,Yes,Live TV,Fantasy,Hindi,9000,Yes,Idea
3633,3633,Lohaghat,20-25,M,262527,6-8 Months,Postpaid,151-200,1GB-1.5GB,201-250,501-750,Yes,Yes,No,Yes,Banking Services,Yes,No,Yes,No,201-250,0,Wallet,No,101-150,4,Payment Banking,No,No,Movies,Thriller,Hindi,6000,No,Idea
3634,3634,Khurda,55-60,M,752018,22-24 Months,Postpaid,301-500,1GB-1.5GB,501-750,101-150,Yes,Yes,No,No,Healthcare,No,No,No,No,>1000,1,Wallet,Yes,201-250,1,Wallet,No,No,Shows,Fantasy,English,500,Yes,Idea
3635,3635,Hassan,35-40,F,573201,12-14 Months,Prepaid,301-500,10GB-15GB,501-750,751-1000,Yes,No,No,No,Food,No,Yes,Yes,No,501-750,0,Wallet,No,501-750,2,Wallet,Yes,No,Movies,Action,Hindi,6000,No,Idea
3636,3636,Indi,50-55,F,586207,18-20 Months,Prepaid,151-200,0.5GB-1GB,250-300,1-50,No,No,No,No,Food,Yes,Yes,No,Yes,301-500,5,Payment Banking,No,>1000,3,Payment Banking,Yes,Yes,Movies,Action,English,500,No,Vodafone
3637,3637,Madhupur,20-25,F,815353,22-24 Months,Prepaid,201-250,1GB-1.5GB,1-50,201-250,Yes,No,Yes,Yes,Travel,Yes,No,Yes,Yes,1-50,4,Wallet,No,101-150,8,Payment Banking,Yes,Yes,Shows,Comedy,English,6000,Yes,Vodafone
3638,3638,Nashik,50-55,M,422007,12-14 Months,Prepaid,51-100,0.5GB-1GB,151-200,201-250,No,No,Yes,No,Travel,No,No,No,No,101-150,5,Payment Banking,Yes,51-100,4,Payment Banking,Yes,Yes,Live TV,Sci-fi,English,8000,No,Vodafone
3639,3639,Dhandhuka,45-50,M,382460,6-8 Months,Prepaid,201-250,7.5GB-10GB,>1000,751-1000,Yes,Yes,No,No,Lifestyle,Yes,Yes,Yes,No,501-750,0,Wallet,No,151-200,9,Payment Banking,Yes,No,Shows,Comedy,Hindi,2500,No,Vodafone
3640,3640,Sultanpur Lodhi,35-40,M,144626,16-18 Months,Prepaid,201-250,7.5GB-10GB,151-200,51-100,Yes,No,Yes,No,Banking Services,No,No,Yes,Yes,501-750,3,Wallet,No,151-200,6,Wallet,Yes,Yes,Movies,Drama,English,10000,No,Vodafone
3641,3641,Paramathi Velur,25-30,M,637201,6-8 Months,Postpaid,301-500,0.5GB-1GB,1-50,151-200,No,No,Yes,Yes,Healthcare,Yes,Yes,Yes,No,751-1000,8,Wallet,No,250-300,3,Payment Banking,No,Yes,Live TV,Horror,Hindi,2000,No,Vodafone
3642,3642,Karra,55-60,F,835234,16-18 Months,Postpaid,250-300,2.5GB-5GB,101-150,51-100,Yes,Yes,No,No,Entertainment,No,No,No,No,1-50,9,Payment Banking,No,151-200,7,Payment Banking,No,Yes,Shows,Sci-fi,English,10000,Yes,Idea
3643,3643,Thiruvaiyaru,60-65,M,613101,16-18 Months,Postpaid,51-100,1GB-1.5GB,201-250,201-250,Yes,No,Yes,Yes,Work,Yes,No,No,Yes,151-200,5,Wallet,No,501-750,7,Wallet,No,No,Movies,Comedy,English,10000,No,Idea
3644,3644,Hoshiarpur,40-45,F,144520,12-14 Months,Postpaid,250-300,0GB-0.5GB,250-300,1-50,No,Yes,Yes,No,Shopping,Yes,Yes,Yes,No,101-150,8,Wallet,No,301-500,0,Payment Banking,No,Yes,Movies,Drama,Hindi,8000,Yes,Idea
3645,3645,Nawabganj,40-45,F,225203,2-4 Months,Prepaid,201-250,10GB-15GB,201-250,1-50,No,No,Yes,Yes,Banking Services,Yes,No,Yes,Yes,151-200,5,Wallet,No,301-500,6,Wallet,No,Yes,Live TV,Romance,Hindi,9000,Yes,Idea
